"linea_csv","codigo","descripcion","departamento","existencia","precio_1","moneda","iva","unidad","tipo_origen","conflictos","recomendacion"
"147","111","TRES  CANILLAS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-70647","757,54","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"148","112","TRES CAMPESINOS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-30616","2.121,11","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"149","113","TRES SOBADOS O MANTEQUILLA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-341","2.121,11","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"150","128","TRES CANILLAS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","389","909,05","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"151","129","PAN DE A LOCHA 8 UNDS.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-64846","757,54","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"152","129","COMBO DE 10 BISCOCHOS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-3848","1.363,57","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"153","131","COMBO 10 DE ROSQUITAS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-338","1.363,57","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"154","134","COMBO DE 10 MINI PAN DE GUAYABA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-2675","757,54","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"155","135","COMBO DE 5 ROSQUITA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","606,03","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"156","136","COMBO DE TRES DULCES DE COPA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-20","4.545,24","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"157","140","COMBO DE 5 SEÑORITA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-1","606,03","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"158","142","SUSPIROS 2 X1","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-20","757,54","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"159","143","ACEMITA DE PIZZA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-661","2.272,62","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"160","143","MINI PAN CON TOCINETA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-1","128,78","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"161","144","MINI PAN DE AREQUIPE","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","128,78","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"162","145","MINI PAN DE COCO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","358","151,51","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"163","146","MINI PAN DE GUAYABA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-102","151,51","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"164","147","MINI PIÑITAS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-282","151,51","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"165","148","MINI PAN DE AREQUIPE/QUESO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","143,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"166","149","MINI PAN DE CHOCOLATE","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","143,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"167","150","MINI BOMBA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-152","227,26","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"168","151","COMBO 5 PANES REDONDO PEQUEÑO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"169","152","PAN REDONDO PEQUEÑO POR UNIDAD","10601-FABRICACION DE PRODUCTOS DE PANADERIA","600","189,39","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"170","153","MINI ACEMITA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-13","90,9","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"171","154","PAN DE GUAYABA CON QUESO PEQUEÑO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","338","719,66","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"172","155","PAN ALOCHA 20 UNIDADES","10601-FABRICACION DE PRODUCTOS DE PANADERIA","1656","1.439,33","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"173","169","PANELITA SAN JUAQUIN POR UNIDAD","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-7924","227,26","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"174","291","CATALINA MANZANARES POR UNIDAD","","0","75,75","USD $","IVA1","UNI","Producto","codigo_duplicado|departamento_vacio","revisar_antes_de_importar"
"175","292","CALLETAS DE COCO MANZANARES POR UNIDAD","","0","0,01","Bs.","IVA1","UNI","Producto","codigo_duplicado|departamento_vacio","revisar_antes_de_importar"
"176","362","MARGARINA LIGERA 15 KILOS LA NORMANDA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","10","34.422,64","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"177","526","BOLSA PARA BASURAS DE 40 KG.","","-25","378,77","USD $","IVA1","UNI","Producto","existencia_negativa|departamento_vacio","revisar_antes_de_importar"
"178","527","BOLSA PARA BASURA DE 30 KG.","","1063","378,77","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"179","532","PAN DE SANDWICH GRANDE","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-13","2.802,90","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"180","534","TRES CAMPESINOS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","1.180,00","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"181","559","PAN  CON OREGANO Y ANJOJOLI","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","1.075,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"182","561","VASO DOMO DE FRESA PQ.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-889","2.348,38","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"183","562","VASO DOMO DE CHOCOLATE PQ.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-1362","2.348,38","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"184","563","CARAMELOS BITES DE CHOCOLATE","","0","22,73","USD $","IVA1","UNI","Producto","codigo_duplicado|departamento_vacio","revisar_antes_de_importar"
"185","563","VASO DOMO DE MELOCOTON PQ.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","2.499,88","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"186","564","ENVOPLAST INDUSTRIAL","","5","32.195,48","USD $","IVA1","UNI","Producto","codigo_duplicado|departamento_vacio","revisar_antes_de_importar"
"187","566","PANQUE EN BANDEJA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-63","3.333,18","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"188","567","PANQUE UNGARO EN BANDEJA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-445","3.484,69","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"189","569","MINI PAN DE JAMON CON QUESO CREMA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-85","2.272,62","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"190","612","HARINA AVIERO DE 45 KG.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","85","46.020,59","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"191","620","PAN DE JAMON DE HOJALDR CON QUESO CREMA GRANDE","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","18.938,52","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"192","621","PAN DE JAMON DE HOJALDRE CON QUESO CREMA PEQUEÑO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-5","15.150,81","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"193","622","CAJA PARA PASTEL DE 13X10 6CM.","","1800","121,21","USD $","EXENTO","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"194","668","NEVAZUCAR FLOWER DE 10 KG.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","26","47.831,11","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"195","800","GELATINA FRUIT JELLY DE 30 GR.","10601-FABRICACION DE PRODUCTOS DE PANADERIA","85","174,23","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"196","812","COMBO #12 NAVIDEÑO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","10.605,57","USD $","IVA1","UNI","Compuesto","codigo_duplicado|tipo_compuesto","revisar_antes_de_importar"
"197","991","TORTA DE PIÑA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-6","5.302,78","EUR €","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa|moneda_eur_no_soportada","revisar_antes_de_importar"
"198","1122","PAN CACHICAMO","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","1.462,05","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"199","1125","MINI POLVOROSAS","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","0,1","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"200","3125","SUERO CREMOSO DISTRIBUIDORA DE 400 CC.","","4","3.189,25","USD $","EXENTO","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"201","3151","TOCINTEA AHUMADA REBANADA PLUMROSE","","0","5.666,40","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"202","8316","COMBO CAFETIN","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","2.650,63","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"203","8317","COMBO POPULAR","","0","2.650,63","USD $","IVA1","UNI","Compuesto","departamento_vacio|tipo_compuesto","revisar_antes_de_importar"
"204","8318","COMBO POPULAR 2","10601-FABRICACION DE PRODUCTOS DE PANADERIA","0","2.650,63","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"205","8990","TORTA NEGRA ESTRELLA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-81","1.893,85","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"206","9977","PANQUE DE CORAZON CON FRESA","","-5","3.484,69","USD $","IVA1","UNI","Producto","existencia_negativa|departamento_vacio","revisar_antes_de_importar"
"207","9988","PANQUE DE CORAZON","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-565","3.257,42","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"208","9989","PANQUE ESTRELLA","10601-FABRICACION DE PRODUCTOS DE PANADERIA","-293","1.855,97","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"209","60097941","DESODORANTE REXONA CONFIDENCE DAMA DE 50 ML","","1","643,91","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"210","75076368","DESODORANTE REXONA SPORT DE","","0","5.340,66","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"211","75916237","SALSA HEINZ 57 DE 194 GR.","","0","1.659,01","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"212","75916367","SALSA DE TOMATE  KETCHUP EUREKA DE 397 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.613,56","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"213","75916565","VAPORUB DE 12 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8","1.272,67","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"214","75916909","COMPOTAS DE MELOCOTON HEINZ 113 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-4","1.083,28","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"215","75916916","COLADO DE CIRUELAS PASAS DE 113 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","954,5","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"216","75917265","DESODORANTE ROLLON OLD SPICE DE 52 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.325,65","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"217","75919184","SALSA DE TOMATE PAMPERO DE 198 GR,","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.712,04","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"218","75919191","SALSA DE TOMATE PAMPERO 397 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","2.310,50","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"219","75919740","SALSA DE TOMATE TIQUIRE FLORES DE 397 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","1.780,22","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"220","75920531","SALSA DE TOMATE KETCHUP TIQUIRE DE 198 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","1.196,91","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"221","75920913","JUGO YUKERY DURAZNO BOTELLA 250 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","60","1.121,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"222","75920920","JUGO YUKERY MANGO BOTELLA 250 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","31","1.075,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"223","75920937","YUKERY DE MANZANA DE BOTELLA DE 250 CC","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","43","1.121,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"224","75921064","CIGARROS PALL MALL DE 20 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","28","2.757,45","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"225","75921118","DIABLITOS UNDERWOOD  50 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","114","1.757,49","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"226","75921491","CIGARROS PALL MALL DE 10 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","749,97","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"227","75922078","SALSA DE TOMATE PICANTE HEINZ DE 397 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.166,61","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"228","75922214","MARGARITA ATUN ENSALADA MEXICANA 170 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","3.552,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"229","75923815","JABON LAS LLAVES BEBE DE 160 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","871,17","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"230","78023994","BOM O BOM DE 15 GR.","","0","318,17","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"231","23114507937","COLORANTE EN GEL BLACK DIAMOND","","3","2.765,02","USD $","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"232","54228110935","CREMITAS RELLENAS DE CHOCOLATE","","0","0,01","Bs.","IVA1","UNI","Producto","departamento_vacio","revisar_antes_de_importar"
"233","89395159029","RIKO MALT PARMALAT DE 900 GR.","","-2","3.401,36","USD $","IVA1","UNI","Producto","existencia_negativa|departamento_vacio","revisar_antes_de_importar"
"1591","75911071566","HELADO TIO RICO DE CHOCOLATE DE 850GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","8.007,20","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"1920","75930271","RIKESA QUESO CHEDDAR SQUEEZE DE 330 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","6.348,19","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"1921","75930288","RIKESA CHEDDAR DE 200 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5","3.030,16","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"1925","75930370","MARLBORO GOLD ORIGINAL DE 10 UND.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"1926","75930455","OVOMALTINA DE 35 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","21","1.613,56","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"1927","75930516","TALCO BOROCANFOR ORIGINAL 60 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,03","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"1928","75930523","BOROCANFOR DE 60 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.689,27","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"1931","75930547","BOROCANFOR DE 120 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","4.446,76","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"1932","75930578","JUGO YUKERY DE NARANJA BOTELLA DE 250 CC","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","80","1.121,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"1933","75930868","MANTEQUILLA MAVESA DE 250 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","1.583,26","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"2248","75950064","CIGARROS UNIVERSAL DE 20 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","51","1.765,07","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"3078","75913910082","PANQUE BURREROS DE 100 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","20","946,93","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"3167","75916022","COMPOTA DE BANANA HEINZ DE 113 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","712,09","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3171","75916053","COMPOTAS DE FRUTAS  MIXTAS HEINZ  DE 113 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13","946,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3172","75916060","COMPOTAS DE FRUTAS TROPICALES HEINZ 113GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.136,31","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3173","75916077","COMPOTA HEINZ DE POSTRE DE FRUTAS DE 113GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.136,31","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"3174","75916084","COMPOTAS MANZANA HEINZ 113 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","977,23","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3175","75916091","COMPOTA HEINZ PERA 113 G","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","946,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3176","75916107","SALSA DE TOMATE HEINZ  397 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","2.651,39","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3177","75916114","SALSA DE TOMATE HEINZ DE 567 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.757,45","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3178","75916145","SALSA PARA PASTAS PRONTO BOLONESA  388 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.189,34","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3182","75916176","SALSA 57 HEINZ 378 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.537,81","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3199","75916220","SALSA DE TOMATE KETCHUP DE 198 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","14","1.499,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3283","75970109","NUCITA MERIENDITA 20 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","802,99","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3284","75970147","SALSA BABECUE KAMPESTRE DE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"3286","75970475","AXION MULTIUSO EN CREMA 230 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.977,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"3292","75971106","GALLETA CHARMY DE 26 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","159,08","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
